id,premise,hypothesis,lang_abv,language,label
a7ba33a875,this was the saturation and 125 piece walk sequence enhanced carrier route mail volume in 1996,the 125 piece walk sequence was too small for optimal efficiency,en,English,1
c6569a009b,porches and stoops those symbols of a vibrant social life stopped being used as gathering places for a rather practical reason air conditioning,people simply prefer to be comfortable inside rather than outdoors in the sweltering heat,en,English,0
1609f1ca5b,bars with views and live music include sky lounge in the sheraton hotel and towers tsim sha tsui and cyrano in the island shangri la in pacific place,there is not much in the way of live entertainment,en,English,2
de9f250f0b,oh thank god i ve never been to midland,midland is a crap hole so i am glad that i have never been there,en,English,1
400d4e90f1,the pieces are unloaded and fed into sorting machines,they were unloaded but not sorted,en,English,2
87bd9b46a7,for example bruce barton s the man nobody knows a best seller in 1925 26 portrays jesus as the ultimate businessman,the man nobody knows by bruce barton was never a best seller,en,English,2
74e67d0c4e,he slowed,he stopped moving so quickly,en,English,0
b8babfc166,there s only one thing for me to do,i only have one thing left to do,en,English,0
0de3e870f3,that had been made by the cadets constitutional democrats under prince lvov,the cadets made that under prince vlad,en,English,2
ce29466c17,it s neat when you think about how she wrote it and stuff otherwise the lyrics are kind of,i think she wrote it when she was drunk one night,en,English,1
ec7b858757,they look just as good as new they cut them carefully and ripped away the oilskin,the oilskin would be good for several months of use,en,English,1
523e70e317,the rise of the british empire in india had begun,it started the rise of the british empire in india in 1910,en,English,1
90be19ac39,when mr hastings and mr lawrence came in yesterday evening they found your mistress busy writing letters,last night no one saw your mistress,en,English,2
75c37a74b8,the man shifted slightly and cut the spear out of the air,the man moved near a flying spear,en,English,0
4f222d4f32,then shuman claims that linux provides no graphical user interface,they made accusations about the platform,en,English,0
a1032ef667,in research designs based on statistical inference the criterion for establishing casuality is whether the findings are likely to have occurred by chance following appropriate comparisons to eliminate alternative interpretations,research designs may be based on statistical inference in different organizations,en,English,1
3ba75d385e,under deng xiaoping beijing actively sought to cultivate a good bilateral relationship,beijing sought to create a good relationship,en,English,0
09f0ce0352,the next morning they ate dry bread two strips of lean meat and two eggs fried in animal fat on a skillet of black scorched iron,they ate breakfast that had been cooked in a cast iron pan,en,English,0
230a217448,both were run by editors paul williams jann wenner who saw rock stars as modern poets and voices of their generation,the editors who run them had no respect for rock stars,en,English,2
2169bd2588,buffet and a la carte available,it has a buffet for lunch and dinner,en,English,1
